name,category,subcategory,type,style,abvPercent,defaultVolumeMl,description,brand,base,tags
Pinot Noir (Willamette),wine,red,pinot-noir,Pinot Noir,13.2,150,"Silky pinot with cherry + mushroom.",Willamette Estates,grapes,"pinot;oregon"
Pinot Noir (Central Otago),wine,red,pinot-noir,Pinot Noir,13.5,150,"Bright red fruit + spice.",Felton Road,grapes,"pinot;new-zealand"
Pinot Grigio (Veneto),wine,white,pinot-grigio,Pinot Grigio,12,150,"Crisp pear + citrus.",Santa Margherita,grapes,"pinot-grigio;italy"
Pinot Gris (Alsace),wine,white,pinot-gris,Pinot Gris,13,150,"Fuller-bodied with honey + ginger.",Zind-Humbrecht,grapes,"pinot-gris;alsace"
Pilsner Urquell Unfiltered,beer,pilsner,kellerbier,Keller Pils,4.2,500,"Unfiltered Czech pilsner.",Pilsner Urquell,barley,"lager;pilsner"
Asahi Super Dry,beer,lager,japanese-lager,Japanese Dry Lager,5.2,350,"Crisp dry lager.",Asahi,barley,"lager;japan"
Kirin Ichiban,beer,lager,japanese-lager,First Press Lager,5,350,"All-malt Japanese lager.",Kirin,barley,"lager;japan"
Modelo Negra,beer,lager,munich-dunkel,Dark Lager,5.4,355,"Toasty dark lager.",Modelo,barley,"lager;dark"
Guinness Extra Stout,beer,stout,foreign-extra,Foreign Extra Stout,5.6,355,"Robust stout for bottle pours.",Guinness,barley,"stout;import"
Beck's NA,beer,non-alcoholic,non-alc-lager,NA Lager,0.3,330,"Crisp non-alc lager.",Beck's,barley,"lager;na"
Leffe Blonde,beer,ale,abbey-blonde,Abbey Blonde,6.6,330,"Belgian blonde ale.",Leffe,barley,"ale;belgian"
Hoegaarden,beer,ale,witbier,Belgian Wit,4.9,355,"Coriander + orange peel wit.",Hoegaarden,barley,"ale;wit"
Moscow Mule,cocktail,highball,mule,Mule,16,300,"Vodka, ginger beer, lime.",IBA,vodka,"mule;ginger"
Dark and Stormy,cocktail,highball,mule,Mule,14,300,"Dark rum + ginger beer.",Goslings,rum,"mule;ginger"
French 75,cocktail,sparkling,fizz,Sparkling Fizz,19,150,"Gin, lemon, champagne.",IBA,gin,"sparkling;fizz"
Sidecar,cocktail,shaken,sour,Classic Sour,24,120,"Cognac, triple sec, lemon.",IBA,cognac,"sour;classic"
Cold Brew Martini,cocktail,shaken,coffee,Modern Coffee,18,120,"Vodka espresso riff.",House,coffee,"coffee;martini"
Hibiscus Spritz,cocktail,spritz,spritz,Low ABV Spritz,8,240,"Aperitif + soda + hibiscus.",House,aperitif,"spritz;low-abv"
Smoky Mezcal Margarita,cocktail,shaken,margarita,Smoky Margarita,23,120,"Mezcal twist on the classic.",House,mezcal,"mezcal;margarita"
Sazerac,cocktail,classics,spirit-forward,Classic Rye,28,90,"Rye, absinthe spritz.",IBA,rye,"classic;rye"
Penicillin,cocktail,stirred,whiskey,Modern Whisky,23,120,"Smoky scotch + ginger.",Sam Ross,scotch,"whisky;smoky"
Old Cuban,cocktail,sparkling,rum,Rum Sparkling,18,150,"Mint + aged rum + bubbles.",Audrey Saunders,rum,"sparkling;rum"
Pink Lady,cocktail,shaken,sour,Classic Sour,18,120,"Gin + applejack sour.",IBA,gin,"sour;classic"
Bloody Caesar,cocktail,highball,bloody,Bloody Mary variant,12,300,"Clamato Bloody Mary.",Mott's,vodka,"brunch;ceasar"
Watermelon Cooler,other,cooler,fruit-cooler,Juicy Cooler,4.5,355,"Watermelon malt cooler.",Cooler Lab,malt,"cooler;watermelon"
Watermelon Vodka Soda,other,rtd,spirit-can,Vodka Soda,5,355,"Vodka-based watermelon soda.",Ace Spirits,vodka,"rtd;watermelon"
JuneShine Blood Orange,other,seltzer,hard-kombucha,Hard Kombucha,6,355,"Blood orange kombucha fizz.",JuneShine,tea,"kombucha;orange"
Angry Orchard Crisp Apple,other,cooler,cider,Hard Cider,5,355,"Sweet apple cider.",Angry Orchard,apples,"cider;apple"
Stella Cidre,other,cooler,cider,European Cider,4.5,355,"European-style cider.",Stella Artois,apples,"cider;euro"
Corona Refresca Guava,other,rtd,fruit-cooler,Tropical Cooler,4.5,330,"Guava lime cooler.",Corona,fermented sugar,"cooler;guava"
Cutwater Rum Colada,other,rtd,spirit-can,Creamy RTD,13,355,"Piña colada can.",Cutwater,rum,"rtd;pina-colada"
Topo Chico Ranch Water,other,rtd,spirit-can,Ranch Water,4.7,355,"Tequila-inspired ranch water.",Topo Chico,tequila,"ranch-water;tequila"
Vizzy Strawberry Kiwi,other,seltzer,hard-seltzer,Hard Seltzer,5,355,"Vitamin C seltzer.",Vizzy,fermented sugar,"seltzer;strawberry"
Smirnoff Ice Original,other,cooler,malt-beverage,Malt Cooler,4.5,330,"Throwback citrus cooler.",Smirnoff,malt,"cooler;nostalgia"
Mike's Hard Lemonade,other,cooler,malt-beverage,Malt Cooler,5,355,"Lemon malt cooler.",Mike's,malt,"cooler;lemon"
White Claw Lime,other,seltzer,hard-seltzer,Hard Seltzer,5,355,"Lime white claw.",White Claw,fermented sugar,"seltzer;lime"
Truly Passionfruit,other,seltzer,hard-seltzer,Hard Seltzer,5,355,"Passionfruit seltzer.",Truly,fermented sugar,"seltzer;passionfruit"
High Noon Grapefruit,other,seltzer,spirit-based,Vodka Soda,4.5,355,"Grapefruit vodka soda.",High Noon,vodka,"seltzer;grapefruit"
Topo Chico Margarita,other,rtd,spirit-can,Marga-rita RTD,10,355,"Sparkling marg in a can.",Topo Chico,tequila,"rtd;margarita"
Cutwater Tequila Paloma,other,rtd,spirit-can,Paloma RTD,7,355,"Grapefruit paloma.",Cutwater,tequila,"rtd;paloma"
Bonterra Organic Chardonnay,wine,white,chardonnay,Chardonnay,13.5,150,"Organic Cali chardonnay.",Bonterra,grapes,"white;organic"
Cakebread Cellars Chardonnay,wine,white,chardonnay,Chardonnay,14,150,"Buttery Napa chardonnay.",Cakebread,grapes,"white;napa"
Cloudline Pinot Noir,wine,red,pinot-noir,Pinot Noir,13.5,150,"Oregon pinot noir.",Cloudline,grapes,"pinot;oregon"
Brancott Estate Pinot Noir,wine,red,pinot-noir,Pinot Noir,13,150,"NZ pinot noir.",Brancott,grapes,"pinot;nz"
Pommery Brut Royal,wine,sparkling,champagne,Champagne Brut,12.5,150,"Champagne brut.",Pommery,grapes,"champagne;brut"
La Marca Prosecco,wine,sparkling,prosecco,Prosecco,11,150,"Sparkling prosecco.",La Marca,grapes,"prosecco;sparkling"
Bolla Pinot Grigio,wine,white,pinot-grigio,Pinot Grigio,12,150,"Italian pinot grigio.",Bolla,grapes,"pinot;italy"
Santa Julia Pinot Grigio,wine,white,pinot-grigio,Pinot Grigio,12.5,150,"Argentinian pinot grigio.",Santa Julia,grapes,"pinot;argentina"
Stone IPA (NA),beer,ipa,non-alc-ipa,IPA NA,0.3,355,"Hoppy NA IPA.",Stone Brewing,barley,"ipa;na"
Athletic Run Wild,beer,ipa,non-alc-ipa,NA IPA,0.5,355,"Flagship NA IPA.",Athletic Brewing,barley,"na;ipa"
Goose Island 312,beer,ale,american-wheat,American Wheat,4.2,355,"Citrus wheat beer.",Goose Island,barley,"wheat;american"
Samuel Adams Boston Lager,beer,lager,amber-lager,Amber Lager,5,355,"Balanced amber lager.",Samuel Adams,barley,"lager;amber"
Truly Wild Berry,other,seltzer,hard-seltzer,Hard Seltzer,5,355,"Mixed berry seltzer.",Truly,fermented sugar,"seltzer;berry"
Vizzy Pineapple Mango,other,seltzer,hard-seltzer,Hard Seltzer,5,355,"Tropical seltzer.",Vizzy,fermented sugar,"seltzer;tropical"
Topo Chico Exotic Pineapple,other,seltzer,hard-seltzer,Hard Seltzer,4.7,355,"Pineapple seltzer.",Topo Chico,fermented sugar,"seltzer;pineapple"
Cutwater Lime Margarita,other,rtd,spirit-can,Margarita RTD,12.5,355,"100% agave marg.",Cutwater,tequila,"rtd;marg"
Paloma Spritz Lo-Fi,cocktail,spritz,spritz,Low ABV Spritz,6,240,"Lo-fi agave spritz.",Lo-Fi,agave,"spritz;low-abv"
Negroni Sbagliato,cocktail,spritz,negroni-spritz,Sparkling Negroni,12,150,"Campari + prosecco.",IBA,aperitif,"spritz;bubbly"
